fecha,titulo,estado,fenomeno,mes,mes_es
2014-12-02,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 17, 18, 19 y 20 de noviembre de 2014, en el Municipio de Reforma del Estado de Chiapas",Chiapas,lluvia,12,diciembre
2014-12-05,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 25 y 26 de noviembre de 2014, en el Municipio de Ocotepec del Estado de Chiapas",Chiapas,lluvia,12,diciembre
2014-12-11,"Declaratoria de Emergencia por la presencia de helada severa ocurrida del 26 al 28 de noviembre de 2014, en 22 municipios del Estado de Zacatecas",Zacatecas,helada,12,diciembre
2015-01-12,"Declaratoria de Emergencia por la presencia de helada severa ocurrida los días 26, 27, 28 y 29 de diciembre de 2014, en 4 municipios del Estado de Sonora",Sonora,helada,1,enero
2015-01-16,"Declaratoria de Emergencia por la presencia de inundación fluvial y pluvial ocurrida los días 4 y 5 de enero de 2015, en el Municipio de Ostuacán del Estado de Chiapas",Chiapas,inundación,1,enero
2015-01-19,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 4, 5, 6 y 7 de enero de 2015, en 7 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 11 municipios del Estado de Aguascalientes",Aguascalientes,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en el Municipio de Ensenada del Estado de Baja California",Baja California,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en el Municipio de Mulegé del Estado de Baja California Sur",Baja California Sur,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 30 municipios del Estado de Chihuahua",Chihuahua,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 21 Municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 21 municipios del Estado de Durango",Durango,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 10 municipios del Estado de México",Estado de México,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 7 municipios del Estado de Michoacán de Ocampo",Michoacán de Ocampo,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 12 municipios del Estado de Hidalgo",Hidalgo,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 10 municipios del Estado de Nuevo León",Nuevo León,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 5 municipios del Estado de Puebla",Puebla,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 7 municipios del Estado de Querétaro",Querétaro,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 15 municipios del Estado de San Luis Potosí",San Luis Potosí,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 4 municipios del Estado de Sinaloa",Sinaloa,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 18 municipios del Estado de Sonora",Sonora,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada  severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 6 municipios del Estado de Tamaulipas",Tamaulipas,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 4 municipios del Estado de Tlaxcala",Tlaxcala,helada,1,enero
2015-01-20,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 4 municipios del Estado de Zacatecas",Zacatecas,helada,1,enero
2015-01-21,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 6 municipios del Estado de Hidalgo",Hidalgo,helada,1,enero
2015-01-21,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 2 municipios del Estado de México",Estado de México,helada,1,enero
2015-01-21,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 4 municipios del Estado de Puebla",Puebla,helada,1,enero
2015-01-21,"Declaratoria de Emergencia Extraordinaria por la presencia de helada severa provocada por la segunda tormenta invernal y la interacción con el frente frío No. 26, ocurrida del 9 al 12 de enero de 2015, en 2 municipios del Estado de Tlaxcala",Tlaxcala,helada,1,enero
2015-02-10,"Declaratoria de Emergencia por la presencia de helada severa ocurrida el día 28 de enero de 2015, en el Municipio de San Felipe del Progreso del Estado de México",Estado de México,helada,2,febrero
2015-02-16,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 30 de enero al 3 de febrero de 2015, en 12 municipios del Estado de Durango",Durango,lluvia,2,febrero
2015-02-20,"Declaratoria de Emergencia por la presencia de helada severa ocurrida los días 8, 9 y 10 de febrero de 2015, en el Municipio de Perote del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,helada,2,febrero
2015-02-25,"Declaratoria de Emergencia por la presencia de nevada severa ocurrida del 11 al 13 de febrero de 2015, en 18 municipios del Estado de Chihuahua",Chihuahua,nevada,2,febrero
2015-03-19,"Declaratoria de Emergencia por la presencia de vientos fuertes ocurridos los días 4, 5 y 6 de marzo de 2015, en 9 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,vientos,3,marzo
2015-03-24,"Declaratoria de Emergencia por la presencia de granizada y lluvia severa ocurrida los días 11 y 12 de marzo de 2015, en 13 municipios del Estado de Zacatecas",Zacatecas,granizada,3,marzo
2015-03-25,"Declaratoria de Emergencia por la presencia de lluvia y nevada severas ocurridas los días 11 y 12 de marzo de 2015, en 19 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,3,marzo
2015-03-30,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 10 al 17 de marzo de 2015, en 5 municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,lluvia,3,marzo
2015-03-30,"Declaratoria de Emergencia por la presencia de nevada severa ocurrida del 11 al 19 de marzo de 2015, en los municipios de Pueblo Nuevo y San Dimas del Estado de Durango",Durango,nevada,3,marzo
2015-03-30,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 11 al 17 de marzo de 2015, en 34 municipios del Estado de Durango",Durango,lluvia,3,marzo
2015-03-30,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 15 y 16 de marzo de 2015, en 15 municipios del Estado de Jalisco",Jalisco,lluvia,3,marzo
2015-04-01,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 21, 22 y 23 de marzo de 2015, en 8 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,4,abril
2015-04-07,"Declaratoria de Emergencia por la presencia de lluvia severa en 18 municipios del Estado de Veracruz de Ignacio de la Llave; por granizada severa en el Municipio de Córdoba y por inundación fluvial y pluvial en el Municipio de Atzalan de dicha entidad federativa, ocurridas los días 25, 26 y 27 de marzo de 2015",Veracruz de Ignacio de la Llave,lluvia,4,abril
2015-04-24,"Declaratoria de Emergencia por la presencia de nevada severa ocurrida el 12 de abril de 2015, en 8 municipios del Estado de Chihuahua",Chihuahua,nevada,4,abril
2015-04-24,"Declaratoria de Emergencia por la presencia de lluvia severa en 6 municipios del Estado de Veracruz de Ignacio de la Llave, y por granizada severa en el Municipio de Cosautlán de Carvajal de dicha entidad federativa, ocurridas los días 13, 14 y 15 de abril de 2015",Veracruz de Ignacio de la Llave,lluvia,4,abril
2015-05-11,"Declaratoria de Emergencia por la presencia de granizada severa ocurrida el día 26 de abril de 2015, en 3 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,granizada,5,mayo
2015-05-12,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 28 de abril de 2015, en 2 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,5,mayo
2015-05-15,"Declaratoria de Emergencia por la presencia de inundación costera ocurrida del 2 al 4 de mayo de 2015, en 4 municipios del Estado de Guerrero",Guerrero,inundación,5,mayo
2015-05-15,"Declaratoria de Emergencia por la presencia de inundación costera ocurrida del 2 al 4 de mayo de 2015, en 6 municipios del Estado de Oaxaca",Oaxaca,inundación,5,mayo
2015-05-22,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 11 y 12 de mayo de 2015, en 3 municipios del Estado de Tamaulipas",Tamaulipas,lluvia,5,mayo
2015-05-25,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 12 y 13 de mayo de 2015, en el Municipio de Ozuluama de Mascareñas del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,5,mayo
2015-05-26,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 15 de mayo de 2015, en el Municipio de Reynosa del Estado de Tamaulipas",Tamaulipas,inundación,5,mayo
2015-06-02,"Declaratoria de Emergencia por la presencia de tornado ocurrido el día 25 de mayo de 2015, en el Municipio de Acuña del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,tornado,6,junio
2015-06-02,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 21 y 22 de mayo de 2015, en los municipios de Tamazunchale y San Martín Chalchicuautla del Estado de San Luis Potosí",San Luis Potosí,lluvia,6,junio
2015-06-03,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 24 de mayo de 2015, en el Municipio de Matamoros del Estado de Tamaulipas",Tamaulipas,inundación,6,junio
2015-06-04,"Declaratoria de Emergencia por la presencia de incendio forestal ocurrido el día 23 de mayo de 2015, en el Municipio de Comondú del Estado de Baja California Sur",Baja California Sur,incendio,6,junio
2015-06-05,"Declaratoria de Emergencia por la presencia de granizada severa ocurrida el día 26 de mayo de 2015, en los municipios de Tlalnelhuayocan y Xalapa del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,granizada,6,junio
2015-06-23,"Declaratoria de Emergencia por la presencia de lluvia severa en 5 municipios del Estado de Quintana Roo y por vientos fuertes en 2 municipios de dicha entidad federativa, los días 13 y 14 de junio de 2015",Quintana Roo,lluvia,6,junio
2015-06-25,"Declaratoria de Emergencia por la presencia de lluvia severa en el Municipio de Tepatlaxco del Estado de Veracruz de Ignacio de la Llave, e inundación pluvial en los municipios de Jilotepec y Tierra Blanca de dicha entidad federativa, ocurridas del 11 al 14 de junio de 2015",Veracruz de Ignacio de la Llave,lluvia,6,junio
2015-07-01,"Declaratoria de Emergencia por la presencia de lluvia severa en 6 municipios del Estado de Zacatecas, e inundación fluvial y pluvial en 6 municipios de dicha entidad federativa, ocurridas los días 19 y 20 de junio de 2015",Zacatecas,lluvia,7,julio
2015-07-06,"Declaratoria de Emergencia por la presencia de inundación fluvial y pluvial en el Municipio de Hidalgo del Parral del Estado de Chihuahua, ocurrida el día 23 de junio de 2015",Hidalgo,inundación,7,julio
2015-07-06,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 25 de junio de 2015, en los municipios de Hermosillo y San Miguel de Horcasitas del Estado de Sonora",Sonora,lluvia,7,julio
2015-07-13,"Declaratoria de Emergencia por la presencia de granizada severa ocurrida el día 3 de julio de 2015, en el Municipio de San Cristóbal de las Casas del Estado de Chiapas",Chiapas,granizada,7,julio
2015-07-14,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 4 de julio de 2015, en 4 municipios del Estado de Chihuahua",Chihuahua,inundación,7,julio
2015-07-20,"Declaratoria de Emergencia por la presencia de erupción volcánica ocurrida los días 10 y 11 de julio de 2015, en 5 municipios del Estado de Colima",Colima,volcán,7,julio
2015-07-22,"Declaratoria de Emergencia por la presencia de inundación fluvial y pluvial ocurrida el día 10 de julio de 2015, en el Municipio de Gómez Farías del Estado de Chihuahua",Chihuahua,inundación,7,julio
2015-07-24,"Declaratoria de Emergencia por la presencia de movimiento de ladera ocurrido del 9 al 13 de julio de 2015, en los municipios de Los Reyes, Texhuacán y Zongolica del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,movimiento de ladera,7,julio
